Original_Word,translated_words
Aukey,অকেই 
Aukmla,অকমলা 
Aukru,অক্রূ 
Aula,আউলা 
Auladi,আউলাদি 
AULDEY,আউলিদেয় 
Aulmo,অলমো 
Auluxe,অলুক্সে 
Aungarupa Zari Bitan,অঙ্গরূপা যারি বিতান 
Aungashuva,অঙ্গশোভা 
Aungona Mart,অঙ্গনা মার্ট 
AUNIS,অনিস 
Aunju Shop,অঞ্জু শপ 
Aunt Merry,আন্ট মেরি 
AUNT PATTY'S,আন্ট প্যাটিস 
Aunt Sadies,আন্ট সডিএস 
Auntie Anne's,আন্টি আন্নিস 
Auntie Jenny's,আন্টি জেনিস 
Aunty Agnes Favorites,আন্টি অ্যাগনিস ফেভারিটস 
Aunyeongg,অন্যঅঙ্গ 
AUO,আয়ু 
Auoker,অকের 
AUOLIYA,আউলিয়া 
Auoyo,আউইয়ো 
Auphora,অফরা 
AUQA HOUSE,অকা হাউস 
Aura Ahwazi,অরা আহ্বাযি 
Aura Busana,অরা বুসানা 
Aura Cacia,অরা কাসিয়া 
Aura Cacia Baby,অরা কাসিয়া বেবি 
AURA CLOTHING,অরা ক্লোথিং 
Aura Collection,অরা কালেকশন 
Aura Diva Signature,অরা ডিভা সিগনেচার 
Aura Frame & Picture,অরা ফ্রেম এন্ড পিকচার 
Aura Gold 769,অরা গোল্ড ৭৬৯ 
Aura Heal 769,অরা হিল ৭৬৯ 
Aura Mariam Handmade,অরা মারিয়াম হ্যান্ডমেড 
Aura Nur 769,অরা নূর ৭৬৯ 
Aura Pengasih,অরা পেঙ্গাসিহ 
Aura Premium Corset,অরা প্রিমিইয়াম কর্সেট 
Aura Rich 769,অরা রিচ ৭৬৯ 
Aura Santubong,অরা সান্তুবং 
Aura Slim,অরা স্লিম 
Aura Spray,অরা স্প্রায় 
Aura Ungu,অরা উনগু 
Aura White,অরা ওয়াইট 
AURA YN RESOURCE,অরা ইয়ন রিসোর্স 
AuraBotanic,অরবোটানিক 
Auraboy,অরাবয় 
Aurabrand,আউরেব্র্যান্ড 
Aurabrandsleeveboy,অরাব্রান্ডস্লিভবয় 
Aurabrandsleeveboys,অরাব্রান্ডস্লিভবয়স 
AuraBusana,অরাবুসানে 
Aura-Clean,অরা-ক্লিন 
AuraHijab,অরাহিজাব 
AURALIFE ,অরালাইফ 
AURALIFEÂ ,auralifeâ 
Aurasleeveboy,অরাস্লীভবয় 
Aurasui,অরাসুই 
Auratshirtforboys,অরাসশার্টফরবয়েস 
Auratshirtforboyss,অরাসশার্টফরবয়েস 
AuraUngu,অরাউঙ্গূ 
Aurawhite,অরাহোয়াইট 
Auree Fashion Gallery,অরী ফ্যাশন গ্যালারি 
Aurelia®,aurelia® 
Auren,অরিন 
Aureus Coffee,অরেউস কফি 
AuRevoir,অরেভির 
Auribee,অরিবী 
Auric Blends,অরিক ব্লেন্ডস 
Auriga ,অরিগা 
Auritree,অরিত্রী 
Aurko Technologies,অর্ক টেকনোলজিস 
Auro,অরো 
AUROLA STAR,অরলা স্টার 
Auron,অরুণ 
Aurora,অরোরা 
Aurora (TAN),অরোরা (টাংগাইল) 
Aurora Aperture,অরোরা আপারতুর 
Aurora GB,অরোরা জিবি 
Aurora Hair Art,অরোরা হেয়ার আর্ট 
Aurora Home Decor,অরোরা হোম ডেকর 
Aurora Italia,অরোরা ইতালিয়া 
Aurora Lifestyle,অরোরা লাইফস্টাইল 
Aurora Market,অরোরা মার্কেট 
Aurora Nail,অরোরা নেইল 
Aurora World,অরোরা ওয়ার্ল্ড 
Aurora'L,অরোলাল 
Auro's Affinity,অরস আফফিনিটি 
Auroshikha,অরোশিখা 
AuroTrends®,aurotrends® 
AuroXa BD,অরোক্সা বিডি 
Auroza,অরোজা 
Aurpa Boutique House,অর্পা বুটিক হাউস 
AURRAVI,অর্র্যাভি 
Aursomi,অরশ্মি 
Aursonics,অর্শনিকস 
Aurthi Fashion,অর্থি ফ্যাশন 
Aurtho,অর্থ 
Aurum Peltate,আউরুম পাল্টাতে 
Aus Tech,আউস টেক 
Aus Vio,আউস ভিও 
AUSDY,আউসডি 
AUSEK,অসেক 
Ausflow,আউস্ফলও 
Ausganica,আউসগানিকা 
Aushadh Care,ঔষধ কেয়ার 
AUSINI,অসিনি 
Ausko,আউস্ক 
Auslogics,আউস্লজিক্স 
Ausmii,আউস্মিই 
Auspice Household Products,আউস্পাইস হাউসহোল্ড প্রোডাক্টস 
Aussie Bodies,অসি বডিস 
AUSSIE SLEEP,অসি স্লীপ 
Aussiebee,আউসিবী 
Aussiebee Australian Honey,আউসিবী অস্ট্রেলিয়ান হানি 
Aussiebees,আউসিএবীস 
Aussiebum,আউসিএবুম 
AUSSINO TOWEL,আউসিনো তোয়াল 
AUSTAR,অস্টার 
AUSTIM,অস্তিম 
Austin,অস্টিন 
Austin Reed,অস্টিন রীড 
Auston,অস্টন 
AUSTRALIA BRAND,অস্ট্রেলিয়া ব্রান্ড 
Australian,অস্ট্রেলিয়ান 
Australian Bodycare,অস্ট্রেলিয়ান বডিকেয়ার 
Australian Creams,অস্ট্রেলিয়ান ক্রিমস 
Australian Fruit Tea Company,অস্ট্রেলিয়ান ফ্রুট টি কোম্পানি 
Australian Gold,অস্ট্রেলিয়ান গোল্ড 
Australian Monitor,অস্ট্রেলিয়ান মনিটর 
Australian products,অস্ট্রেলিয়ান প্রোডাক্টস 
Australian Products (AP),অস্ট্রেলিয়ান প্রোডাক্টস (ap) 
Australian Tea Tree,অস্ট্রেলিয়ান টি ট্রি 
Austrian Mint,অস্ট্রিয়ান মিন্ট 
Austry flying rat,অস্ট্রি ফ্লাইং রাত 
AUSupreme,আউসুপ্রিম 
AUSWAUR,অস্বাউর 
AUTAN,আউত্টান 
Autaries,আউতারিএস 
Autaris,আউতারিস 
Autec,আউটেক 
Authentea,অথেনটি 
AuthenTech,অথেনটেক 
Authentic 100%,অথেন্টিক 100% 
Authentic abaya,অথেন্টিক আবায়া 
Authentic Abaya Collection,অথেন্টিক আবায়া কালেকশন 
Authentic Asia,অথেন্টিক এশিয়া 
authentic bag,অথেন্টিক ব্যাগ 
authentic bag/preloved,অথেন্টিক bag/preloved 
Authentic Collections,অথেন্টিক কালেকশন্স 
Authentic Fashion Mart,অথেন্টিক ফ্যাশন মার্ট 
AUTHENTIC FASHIONS,অথেন্টিক ফ্যাশনস 
Authentic Four Technology,অথেন্টিক ফোর টেকনোলজি 
Authentic Gallery,অথেন্টিক গ্যালারি 
Authentic Goods,অথেন্টিক গুডস 
Authentic House,অথেন্টিক হাউস 
Authentic Medical Supplies,অথেন্টিক মেডিকেল সাপ্লাইস 
Authentic Models,অথেন্টিক মডেলস 
Authentic Oxford Fabric Bag,অথেন্টিক অক্সফোর্ড ফ্যাব্রিক ব্যাগ 
Authentic Oxford Fabric Super Light Smooth Man,অথেন্টিক অক্সফোর্ড ফ্যাব্রিক সুপার লাইট স্মুথ মন 
Authentic Oxford Fabric Super Light Smooth Man.,অথেন্টিক অক্সফোর্ড ফ্যাব্রিক সুপার লাইট স্মুথ মন 
Authentic Product,অথেন্টিক প্রোডাক্ট 
Authentic Product Store,অথেন্টিক প্রোডাক্ট স্টোর 
Authentic Shop BD,অথেন্টিক শপ বিডি 
AUTHENTIC SHOP DH,অথেন্টিক শপ ধ 
Authentic Tea House,অথেন্টিক টি হাউস 
Authentic Trade Bd,অথেন্টিক ট্রেড বিডি 
Authentic Vibe,অথেন্টিক ভিব 
Authentic Vibes,অথেন্টিক ভাইবস 
Authentic-Shop,অথেনটেক-শপ 
Authentik,অথেন্টিক 
Authentique Paper,অথেন্টিক পেপার 
AUTHOY FASHION,অথই ফ্যাশন 
Autium Jewellery,অটাম জুয়েলারি 
Auto,অটো 
Auto Choice,অটো চয়েস 
Auto Choice Bike/Car Care,অটো চয়েস bike/car কেয়ার 
Auto Dog Mug,অটো ডগ মগ 
Auto Focus,অটো ফোকাস 
Auto Gate Sensor,অটো গেইট সেন্সর 
AUTO GAUGE,অটো গজ 
AUTO GAUGE TAIWAN,অটো গজ তাইওয়ান 
Auto Guard,অটো গার্ড 
Auto Hut,অটো হুট 
Auto Lock,অটো লক 
Auto Mart Bangladesh,অটো মার্ট বাংলাদশে 
Auto Mart BD,অটো মার্ট বিডি 
auto mart gazipur,অটো মার্ট গাজীপুর 
Auto Meter,অটো মিটার 
AUTO MUSEUM,অটো মিউজিয়াম 
Auto Rex,অটো রেক্স 
Auto Trading,অটো ট্রেডিং 
Auto Vision,অটো ভিসন 
Auto World,অটো ওয়ার্ল্ড 
Autobacs,অটোবেকস 
Autoban,অটোবান 
Autoboard Ventures,অটোবোর্ড ভেনঞ্চারস 
Autobot,অটোবট 
Autobots,অটোবটস 
AUTOCOUNT,অটোকাউন্ট 
Autodesk,অটোডেস্ক 
Autodrive,অটোড্রাইভ 
Autodyne,অটোডনি 
Auto-Factor,অটো-ফ্যাক্টর 
Autoffice,অটোফাইস 
AutoFull,অটোফুল্ 
AUTOGATE,অটোগেট 
Autograph,অটোগ্রাফ 
Autograph Foliages,অটোগ্রাফ ফ্লিআগেস 
AUTOGURU,আউটগুরু 
Auto-H.K,অটো-এইচ কে 
Autohouse Classic,অটোহাউস ক্লাসিক 
AUTOINTERIOR,অটোইন্টেরিওর 
Automaru,অটোমারু 
AUTOMATIC PRODUCTIONS,অটোমেটিক প্রোডাকসন্স 
Automaton,অটোমাটোন 
Automobile BD,অটোমোবাইল বিডি 
Automobili Lamborghini,অটোমোবাইলি ল্যাম্বরঘিনি 
Automoblox,অটোমোব্লক্স 
Automotive Accessories,অটোমোটিভ একসেসোরিজ 
Automotive Accessorise,অটোমোটিভ অ্যাক্সেসরিস 
AutoMouse,অটোমউস 
Autonics,অটোটনিক্স 
Autop,অটোপ 
AutoPesbuk,অটোপেসবুক 
AUTOPICA,অটোপিকা 
AutoPilot,অটোপিলত 
AUTOPLEXBD,অটোপ্লেক্সবিডি 
Autopot,আউটপোট 
AutoPower,অটোপাওয়ার 
Autopro,অটোপ্র 
AUTOSOCK,অটোশক 
Autospa,অটোস্পা 
Auto-Way Electrical,অটো-ওয়ে ইলেক্ট্রিক্যাল 
AUTOYOUTH,অটোইয়থ 
Autumn,অটাম 
Autumn & May,অটাম এন্ড মে 
Autumn BD,অটাম বিডি 
Autumn Black jpn,অটাম ব্লাক জাপান 
Autumn Leaves,অটাম লিভস 
Autumn Young,অটাম ইয়ং 
autumnbd,অটামবিডি 
Autusol,অতুসল 
AUUPGO,অউপগো 
Auvisio,অভিসিও 
Auxo,অক্স 
Auxtun,অক্সটুন 
Auyin,আউয়িন 
Auzana,অজানা 
Auzana Loctite,অজানা লোকটিত 
AUZZ,অজ 
Auzzie Slzzp,অজই স্লাজপ 
Auzzo,অজও 
AV LAB,এ ভি ল্যাব 
AV Labs,এ ভি ল্যাবস 
AV STAR (HK),এ ভি স্টার (hk) 
AV Trading,এ ভি ট্রেডিং 
Av?®ne,av?®ne 
AVA,আভা 
AVA ADORE,আভা আদর 
Avaani,আভানি 
Avacom,আভেকোম 
Avadesign,আভাডিজাইন 
AVAFQi,আভাফকি 
Avail,এভেইল 
AVALANCHE,অভ্যালেঞ্চে 
Avalanche Studios,অভ্যালেঞ্চে ষ্টুডিওস 
Avalon Global Corporation,অভ্যালোন গ্লোবাল কর্পোরেশন 
Avalon Hill,অভ্যালোন হিল 
Avalon LED,অভ্যালোন লেদ 
Avalon Organics,অভ্যালোন অর্গানিকস 
Avaly,আভালি 
Avaly.,আভালি 
Avance,এভান্স 
Avanquest,এভ্যাংকুয়েস্ট 
AVANT,এভান্ট 
AVANT LA MODE,এভান্ট লা মোড 
AVANT Premium Gloves,এভান্ট প্রিমিইয়াম গ্লাভস 
Avante Face Body Yoga,এভান্টে ফেস বডি ইয়গা 
AVANTEK,অভ্যানটেক 
AvantFarmer,আভান্তফারমার 
AVANTII,অবন্তীই 
Avantree,এভেন্ট্রি 
Avant-scene,আভান্ট-স্কিন 
Avanua,অভ্যানুয়া 
Avarage shop,এভারেজ শপ 
Avash Watch,অভ্যাস ওয়াচ 
Avatar,এভাটার 
Avatro,অভ্যাত্র 
AVATTO,আভাত্ত 
Avaya,অভায়া 
Avaya Data Products (Nortel),অভায়া ডাটা প্রোডাক্টস (nortel) 
AVC Ayasha,এভিসি আয়েশা 
AVE S,এ ভি ই এস 
Aveat,আভেয়াত 
AVEC Design,আভেকোম ডিজাইন 
Avec Moi,আভেকোম মই 
avecmoto,আভ্যমতো 
aveene,আভীন 
Aveeno SG,অভীনো এস জি 
Avegant,আভেগেন্ট 
AVEL,এভেল 
Avelias,এভেলিয়াস 
Avella,আভেল্লা 
Avelon Health Care,এভেলন হেলথ কেয়ার 
Avelon HealthCare,এভেলন হেলথকেয়ার 
Avelonâ¢,avelonâ¢ 
Avelon,এভেলন 
Avena,এভেনা 
Avena Health Food,এভেনা হেলথ ফুড 
Avenger Reflex,এভেন্জার রিফ্লেক্স 
Avengers,এভেন্জার্স 
Avengers Collection,এভেন্জার্স কালেকশন 
Avenir,এভেনির 
Avens,এভান্স 
AVENTIS,এভেন্টিস 
Avenue Leather Crafts,অ্যাভেন্যু লেদার ক্র্যাফটস্ 
Avenue Online Shop,অ্যাভেন্যু অনলাইন শপ 
Avenue Six,অ্যাভেন্যু সিক্স 
Avenue86,এভেন্যুই৮৬ 
Avenues In Leather,এভেনুএস ইন লেদার 
Avenys,এভেনিস 
Avenza,এভেন্জা 
aveoTSD,অভয়টসড 
Average Bangladeshi,অ্যাভারেজ বাংলাদেশি 
Averine,এভেরিন 
AVerMedia Technologies Inc.,এভারমেডিয়া টেকনোলজিস ইনকরর্পোরেট 
Avertex,এভার্টেক্স 
AVerTV,এভেরতভ 
Avery Dennison,এভেরি ডেনিশন 
AveryDress,এভেরিড্রেস 
Avery's Store,এভেরিস স্টোর 
Aves,অভ্যেস 
Avetory,অভেটরি 
Avexir,অভেক্সির 
AVEYRONA,এভেইরোনা 
AVG ,এ ভি জি 
AVGÂ ,avgâ 
AVI,অভি 
AVIA,অভিয়া 
Aviaans Clothing,অভিযানস ক্লোথিং 
Avialla,অভিয়াল্লা 
Avian,এভিয়ান 
Aviance Collagen Matrix,আভিয়ান্স কোলাজেন ম্যাট্রিক্স 
Aviary,এভিয়ারি 
Aviator,এভিয়েটর 
Aviator Sunglasses,এভিয়েটর সানগ্লাসেস 
AVICT,অভিক্ট 
Avida,অভিদা 
Avidat,অভিদাত 
Avier Food,অভির ফুড 
AViiQ,অভিইক 
Avijat Electric,অভিজাত ইলেক্ট্রিক 
Avijat fashion house,অভিজাত ফ্যাশন হাউস 
Avijatrik Tourism Ltd,অভিযাত্রিক ট্যুরিজ্‌ম লিমিটেড 
AVIK's,অভিইকস 
Avill,অভিল 
Avilus,অভিলাস 
AVInAir,অভিনয়ের 
Avinas,অবিনাশ 
Avino,অভিনো 
Avio Milano,অভিও মিলানো 
AVIOR,অভিওর 
Avira,অভিরা 
Avishi,অভিশি 
Avishta,অভীষ্টা 
Avision Miwand 2,অভিশন মিওান্দ ২ 
Avita,অভিটা 
AVIU,অভিউ 
Aviv Judaica,অভিভ জুদাইকা 
Aviva Deal,আভিভা ডিল 
Aviva Deal International,আভিভা ডিল ইন্টারন্যাশনাল 
AVIVA YOGA,আভিভা ইয়গা 
avizor,অভিজোর 
AVMATRIX,অভিমাট্রিক্স 
Avnoimu,অভিনইমু 
avo,অভ 
AVOC,এভোক 
Avoca,এভোক্যা 
Avocado Bangladesh,এভোকাডো বাংলাদশে 
Avocado BD,এভোকাডো বিডি 
Avocent,এভসেন্ট 
AVODA,অভোদা 
AVODA ART,অভোদা আর্ট 
Avolusion,এভোলুশন 
Avolusion Data Storage,এভোলুশন ডাটা স্টোরেজ 
AvoMeter,এভোমিটার 
Avon Fabric,অ্যাভন ফ্যাব্রিক 
"Avon Products, Inc.",অ্যাভন প্রোডাক্টস ইনকরর্পোরেট 
Avondale Manor,আভন্দাল মানোর 
Avonee,অবনী 
Avonnedo,অভন্যদো 
AVORA,অভরা 
Avoron,আভরণ 
Avoron Fashion,আভরণ ফ্যাশন 
AVORONfashion,আভরনফ্যাশন 
Avos,অভস 
AVOSODA,আভসদা 
Avox,অভক্স 
Avoynagar Gadget,অভয়নগর গ্যাজেট 
avracare essentials,আভ্রাকিয়ার এসেন্টিয়ালস 
AvraCareEssentials,avracareessentials 
AVRCIRCUIT,আভ্রচিরচুইত 
Avrib Fashion,এভরিব ফ্যাশন 
AVRIL,এভরিল 
AVRO,অভ্র 
Avro BD,অভ্র বিডি 
Avroo,অভ্রও 
AV-STAR,এভি-স্টার 
AVT Paints,এ ভি টি পেইন্টস 
AVTECH,আভটেক 
AVX,অভ্ক্স 
AW,আও 
Awaays,আওায়স 
Awabi Fashion,আওাবি ফ্যাশন 
AWAGUE,আওাগি 
Awaken giant within,এওকেন জায়ান্ট উইথিন 
Awaken giant withins,এওকেন জায়ান্ট উইথিন্স 
Awaken giant withinss,এওকেন জায়ান্ট উইথিন্স 
Awan Jeans Bandung,আওান জিন্‌স বানদুং 
awana,আওানা 
awana jitra,আওানা জিতরা 
awana jitra  501,আওানা জিতরা ৫০১ 
Awana Sanctuary,আওানা স্যাঞ্চুরি 
AwanByAz,আওানবিয়ায 
AWANIEY SKINCARE,আওানিএয় স্কিঙ্কেয়ার 
Awanshima,আওানশিমা 
Award,অ্যাওয়ার্ড 
Awashima,আওাশিমা 
AwaShima Japan,আওাশিমা জাপান 
Awa-Shima Japan,এ ডবলু- শিমা জাপান 
Awashima maguro,আওাশিমা মাগুরো 
awave,আওাভ 
AWD,আওদ 
AWDA BOUTIQUE,আওদা বুটিক 
Awedacious,আওেদাসিওউস 
Aweeco,আওী্কো 
Aweek,আওীক 
AWEFIT,আওেফিট 
AWEI Bangladesh,আওেই বাংলাদশে 
AWEI BD,আওেই বিডি 
Awei N3,আওেই n3 
AWESOME,অসাম 
Awesome Art Center,অসাম আর্ট সেন্টার 
Awesome fashion,অসাম ফ্যাশন 
Awesometoner,অসামমেটনের 
AWESON,আওেসন 
Awfiya collection,আওফিয়া কালেকশন 
Awfiyacollection,আওফিয়াকালেকশন 
awhid Trading,আওহিদ ট্রেডিং 
AWI,আওি 
Awia,আওিয়া 
A-WIN,a-win 
AWLOOK,আওলুক 
AWMA,আওমা 
AWN,আওন 
AWOX,আওক্স 
Awshiea Fashion Gallery,আওশিএয়া ফ্যাশন গ্যালারি 
Awsky,আওস্ক্য 
AWT MEN,আওত মেন 
AWT MEN Smart Fashion,আওত মেন স্মার্ট ফ্যাশন 
AWT Smart Fashion,আওত স্মার্ট ফ্যাশন 
AX,এক্স 
AXA,আক্সা 
AxacGift,এক্সাসাগিফ্ট 
Axaro,এক্সার 
AXCEL,এক্সসেল 
Axcent,এক্সসেন্ট 
AXE,এক্স 
Axe (Int.),এক্স (ইন্ত ) 
Axe Brand,এক্স ব্রান্ড 
AXE Guitar,এক্স গিটার 
Axe Oil,এক্স অয়েল 
Axe Signature,এক্স সিগনেচার 
Axe Ticket,এক্স টিকিট 
Axe(Co),axe(co) 
AxeBrand,এক্সেব্রান্ড 
Axelle,এক্সেলে 
Axent,এক্সেন্ট 
Axent Wear,এক্সেন্ট ওয়্যার 
Axes,এক্সেস 
Axeshave,এক্সেসেভ 
AXGIO,এক্সজিও 
Axglo,এক্সগ্লো 
Axial,অক্সিয়াল 
Axial Hide Good's,অক্সিয়াল হাইড গুডস 
AXIDI,অক্সিডি 
AXIGN,আক্সিগ্ন 
Axiom,এক্সিওম 
AXIOM GADGET,এক্সিওম গ্যাজেট 
"AXIOM MEMORY SOLUTION,LC","এক্সিওম মেমোরি সলিউশন,এল সি "
Axiom Online Bd,এক্সিওম অনলাইন বিডি 
axiomtek,এক্সিওমটেক 
AxionRC,অক্সিণরক 
AXIS,এক্সিস 
Axis Computers & Networks,এক্সিস কমপিউটারস এন্ড নেটওয়ারক্স 
Axis Game Factory,এক্সিস গেম ফ্যাক্টরি 
Axis Point,এক্সিস পয়েন্ট 
Axle Release,এক্সেলে রিলিজ 
AXO Gadgets,এক্স গ্যাজেটস 
AXO Private Jeweller,এক্স প্রাইভেট জুয়েলার 
AXON,এক্সন 
AXOR,এক্সর 
AXPER,এক্সপের 
AXPER FLOWER STUDIO,এক্সপের ফ্লাওয়ার ষ্টুডিও 
AXPER STUDIO,এক্সপের ষ্টুডিও 
AXPERFLOWER,আক্সপারফ্লাওয়ার 
axperflowerdesign,আক্সপারফ্লাওয়ার্ডিজাইন 
AXPERFLOWERDESIGNSTUDIO,আক্সপারফ্লাওয়ার্ডিজাইস্টুডিও 
axperflowers,আক্সপারফ্লাওয়ারস 
axperflowerstudio,আক্সপারফ্লারস্টুডিও 
AXPERSTUDIO,আক্সপারস্টুডিও 
AXRLED,এক্সরলেড 
AXT,এ এক্স টি 
Axtry,এক্সট্রি 
Axtschlag,এক্সটসচলাগ 
AXXA,এক্সসা 
Axxel,এক্সসেল 
AXXEN,এক্সসেন 
Axxezories,এক্সসেজারিজ 
AXXIS,এক্সসিস 
Axyson,অক্সিসোন 
AY Fashion Bag,আয় ফ্যাশন ব্যাগ 
AY KIMCHEE,আয় কিমচি 
AY Shop,আয় শপ 
Ay Tex,আয় টেক্স 
ay81,আয়৮১ 
Aya,আয়া 
Aya Sophia,আয়া সোফিয়া 
AYAAN EMPORIUM,আয়ান এম্পোরিয়াম 
AYAAN EXCLUSIVE,আয়ান এক্সকলুসিভ 
Ayaan Exclusive (KHL),আয়ান এক্সকলুসিভ (খুলনা) 
Ayaan MCW,আয়ান এম সি ডব্লু 
Ayaan Men's Wear,আয়ান মেন্স ওয়্যার 
Ayaan Men's Zone,আয়ান মেন্স জোন 
Ayaan Shop Bd,আয়ান শপ বিডি 
Ayaan Style,আয়ান স্টাইল 
Ayaan Style BD,আয়ান স্টাইল বিডি 
AYAAN SUPER SHOP,আয়ান সুপার শপ 
Ayaandeal,আয়ান্ডিল 
Ayaans Collection,আয়ান্স কালেকশন 
Ayaan's Fashion World,আয়ান্স ফ্যাশন ওয়ার্ল্ড 
Ayaan's Shop World,আয়ান্স শপ ওয়ার্ল্ড 
Ayaan's Wold BD,আয়ান্স ওয়োল্ড বিডি 
Ayaan's World BD,আয়ান্স ওয়ার্ল্ড বিডি 
Ayaat,আয়াত 
AYAAT COLLECTION,আয়াত কালেকশন 
Ayaat Fashion,আয়াত ফ্যাশন 
Ayaat Food's,আয়াত ফুডস 
Ayaat Happy Shop(CTG),আয়াত হ্যাপি শপ(ctg) 
Ayaat Kitchen Shop,আয়াত কিচেন শপ 
AYAGROUP,আয়াগ্রুপ 
AYAH ZIP,আয়া জিপ 
Ayam Yakin,আয়াম ইয়াকিন 
Ayam Yakin Organik,আয়াম ইয়াকিন অর্গানিক 
ayamas,অয়ামাস 
Ayan,আয়ান 
Ayan Big Bazar,আয়ান বিগ বাজার 
Ayan Collection Mohol,আয়ান কালেকশন মহল 
Ayan Cosmetis House,আয়ান কস্মেটিস হাউস 
AYAN ENTERPRISE,আয়ান এন্টারপ্রাইস 
Ayan Exclusive Collections,আয়ান এক্সকলুসিভ কালেকশন্স 
Ayan Express,আয়ান এক্সপ্রেস 
Ayan Fashion,আয়ান ফ্যাশন 
Ayan Fashion BD,আয়ান ফ্যাশন বিডি 
Ayan Fashion One,আয়ান ফ্যাশন ওয়ান 
Ayan Fashion Point,আয়ান ফ্যাশন পয়েন্ট 
AYAN FASHION TWO,আয়ান ফ্যাশন টু 
Ayan Prokash,আয়ান প্রকাশ 
Ayan Star,আয়ান স্টার 
AYAN SUPER SHOP BD,আয়ান সুপার শপ বিডি 
Ayan Trading BD,আয়ান ট্রেডিং বিডি 
Ayan Zayaan,আয়ান যায়ান 
Ayana Kids,আয়না কিডস 
Ayana Mart,আয়না মার্ট 
Ayanna,আয়ান্না 
AYANO,আয়ানো 
Ayans Collection,অযান্স কালেকশন 
Ayan's Collection,অযান্স কালেকশন 
Ayans International,অযান্স ইন্টারন্যাশনাল 
Ayaree,আয়ারী 
AYASA Buticks House,আয়েশা বুটিকস হাউস 
Ayasha Enterprise,আয়েশা এন্টারপ্রাইস 
Ayasha's Handicraft,আয়েশাস হ্যান্ডিক্রাফট 
Ayat,আয়াত 
AYAT BANGLADESH,আয়াত বাংলাদশে 
AYAT COLLECTION,আয়াত কালেকশন 
AYAT ENTERPRISE,আয়াত এন্টারপ্রাইস 
AYAT Express,আয়াত এক্সপ্রেস 
Ayat Fashion Online,আয়াত ফ্যাশন অনলাইন 
Ayat International BD,আয়াত ইন্টারন্যাশনাল বিডি 
Ayat Kids Zone,আয়াত কিডস জোন 
AYAT Mart,আয়াত মার্ট 
Ayat Shop,আয়াত শপ 
Ayat Telecom & Stationaries,আয়াত টেলিকম এন্ড স্টেশনারিজ 
Aydan,আয়দান 
Aydeen,আয়ডিন 
Aydeen Perfume,আয়ডিন পারফিউম 
AYDIN,এইদিন 
Aydin Boutique,এইদিন বুটিক 
Aydin Mensucat,এইদিন মেনস্যুকাত 
AYESHA,আয়েশা 
Ayesha Collection BD,আয়েশা কালেকশন বিডি 
Ayesha Crockeries,আয়েশা ক্রোকারিজ 
Ayesha Enterprise,আয়েশা এন্টারপ্রাইস 
AYESHA ENTERPRISE BD,আয়েশা এন্টারপ্রাইস বিডি 
Ayesha Fashion,আয়েশা ফ্যাশন 
Ayesha Fashion bd,আয়েশা ফ্যাশন বিডি 
Ayesha Kitab Ghor,আয়েশা কিতাব ঘর 
Ayesha Noor Gallery,আয়েশা নূর গ্যালারি 
Ayesha Online Fashion Center,আয়েশা অনলাইন ফ্যাশন সেন্টার 
Ayesha Takia,আয়েশা তাকিয়া 
Ayesha Trade International,আয়েশা ট্রেড ইন্টারন্যাশনাল 
Ayesha's Online Store,আয়েশাস অনলাইন স্টোর 
Ayesha's Showcase,আয়েশাস শোকেস 
"Ayin, Bichar O Songsod Bisayok Montronaloi",আয়িন বিচার ও সংসদ বিষয়ক মন্ত্রণালয় 
Aykasa Foldable Crates,আয়কস ফোল্ডেবল ক্রেটস 
AYKO,আয়ক 
AYLES,আয়লেস 
Ayman Fashion House,আয়মান ফ্যাশন হাউস 
AYN BRASCHI,আইন ব্রাসচি 
AYNA,আয়না 
Ayna Bari,আয়না বাড়ি 
Ayna Cosmetics,আয়না কসমেটিক্স 
Ayna Ghor,আয়না ঘর 
Ayna Ghor Ltd,আয়না ঘর লিমিটেড 
Ayna Proshadhoni,আয়না প্রসাধনী 
Ayna Supar Shop,আয়না সুপার শপ 
Aynaghor,আয়নাঘর 
Aynaz Enterprise,আয়নাজ এন্টারপ্রাইস 
Aynnea Beauté,আইন্না beauté 
AYOTI,আয়তী 
Ayozon Shop BD,আয়োজন শপ বিডি 
Ayra Collection,আয়রা কালেকশন 
Ayra Fashion,আয়রা ফ্যাশন 
Ayra Fashion World,আয়রা ফ্যাশন ওয়ার্ল্ড 
Ayra Furniture,আয়রা ফার্নিচার 
Ayra Outfits Bd,আয়রা অউটফিটস বিডি 
AYS Fashion,আইস ফ্যাশন 
Aysha Alam Cosmetics,আয়েশা আলম কসমেটিক্স 
Aysha Enterprise,আয়েশা এন্টারপ্রাইস 
AYSHA ENTERPRISE.,আয়েশা এন্টারপ্রাইস 
Aysha Gift House,আয়েশা গিফট হাউস 
Aysha prime,আয়েশা প্রাইম 
AYSHA TRADERS,আয়েশা ট্রেডারস 
Aysha's Boutique,আয়েশাস বুটিক 
Aysya Medina,আইস্যা মদিনা 
Ayu Flores,আয়ু ফ্লোরেস 
Ayubee,আয়ুবী 
Ayubee Honey,আয়ুবী হানি 
Ayunar,আয়ুনের 
AYUNI Collection,আয়ুনী কালেকশন 
AYUNITA,আয়িউনিতা 
Ayur,আয়ুর 
AYURA,আইউরা 
AyurAqua,আইউরাঅ্যাকুয়া 
